class,recall,precision
12 VFL,1.0,0.04081632653061224
12 VFL,1.0,0.041666666666666664
12 VFL,1.0,0.0425531914893617
12 VFL,1.0,0.043478260869565216
12 VFL,1.0,0.044444444444444446
12 VFL,1.0,0.045454545454545456
12 VFL,1.0,0.046511627906976744
12 VFL,1.0,0.047619047619047616
12 VFL,1.0,0.04878048780487805
12 VFL,1.0,0.05
12 VFL,1.0,0.05128205128205128
12 VFL,1.0,0.05263157894736842
12 VFL,1.0,0.05405405405405406
12 VFL,1.0,0.05555555555555555
12 VFL,1.0,0.05714285714285714
12 VFL,1.0,0.058823529411764705
12 VFL,1.0,0.06060606060606061
12 VFL,1.0,0.0625
12 VFL,1.0,0.06451612903225806
12 VFL,1.0,0.06666666666666667
12 VFL,1.0,0.06896551724137931
12 VFL,1.0,0.07142857142857142
12 VFL,1.0,0.07407407407407407
12 VFL,1.0,0.07692307692307693
12 VFL,1.0,0.08
12 VFL,1.0,0.08333333333333333
12 VFL,1.0,0.08695652173913043
12 VFL,1.0,0.09090909090909091
12 VFL,1.0,0.09523809523809523
12 VFL,1.0,0.1
12 VFL,1.0,0.10526315789473684
12 VFL,1.0,0.1111111111111111
12 VFL,1.0,0.11764705882352941
12 VFL,1.0,0.125
12 VFL,1.0,0.13333333333333333
12 VFL,1.0,0.14285714285714285
12 VFL,1.0,0.15384615384615385
12 VFL,1.0,0.16666666666666666
12 VFL,1.0,0.18181818181818182
12 VFL,1.0,0.2
12 VFL,1.0,0.2222222222222222
12 VFL,1.0,0.25
12 VFL,1.0,0.2857142857142857
12 VFL,1.0,0.3333333333333333
12 VFL,1.0,0.4
12 VFL,1.0,0.5
12 VFL,1.0,0.6666666666666666
12 VFL,1.0,1.0
12 VFL,0.5,1.0
12 VFL,0.0,1.0
13 Fusion,1.0,0.01
13 Fusion,1.0,0.010050251256281407
13 Fusion,1.0,0.010101010101010102
13 Fusion,1.0,0.01015228426395939
13 Fusion,1.0,0.01020408163265306
13 Fusion,1.0,0.010256410256410256
13 Fusion,1.0,0.010309278350515464
13 Fusion,1.0,0.010362694300518135
13 Fusion,1.0,0.010416666666666666
13 Fusion,1.0,0.010471204188481676
13 Fusion,1.0,0.010526315789473684
13 Fusion,1.0,0.010582010582010581
13 Fusion,1.0,0.010638297872340425
13 Fusion,1.0,0.0106951871657754
13 Fusion,1.0,0.010752688172043012
13 Fusion,1.0,0.010810810810810811
13 Fusion,1.0,0.010869565217391304
13 Fusion,1.0,0.01092896174863388
13 Fusion,1.0,0.01098901098901099
13 Fusion,1.0,0.011049723756906077
13 Fusion,1.0,0.011111111111111112
13 Fusion,1.0,0.0111731843575419
13 Fusion,1.0,0.011235955056179775
13 Fusion,1.0,0.011299435028248588
13 Fusion,1.0,0.011363636363636364
13 Fusion,1.0,0.011428571428571429
13 Fusion,1.0,0.011494252873563218
13 Fusion,1.0,0.011560693641618497
13 Fusion,1.0,0.011627906976744186
13 Fusion,1.0,0.011695906432748537
13 Fusion,1.0,0.011764705882352941
13 Fusion,1.0,0.011834319526627219
13 Fusion,1.0,0.011904761904761904
13 Fusion,1.0,0.011976047904191617
13 Fusion,1.0,0.012048192771084338
13 Fusion,1.0,0.012121212121212121
13 Fusion,1.0,0.012195121951219513
13 Fusion,1.0,0.012269938650306749
13 Fusion,1.0,0.012345679012345678
13 Fusion,1.0,0.012422360248447204
13 Fusion,1.0,0.0125
13 Fusion,1.0,0.012578616352201259
13 Fusion,1.0,0.012658227848101266
13 Fusion,1.0,0.012738853503184714
13 Fusion,1.0,0.012903225806451613
13 Fusion,1.0,0.012987012987012988
13 Fusion,1.0,0.013071895424836602
13 Fusion,1.0,0.013157894736842105
13 Fusion,1.0,0.013245033112582781
13 Fusion,1.0,0.013333333333333334
13 Fusion,1.0,0.013422818791946308
13 Fusion,1.0,0.013513513513513514
13 Fusion,1.0,0.013605442176870748
13 Fusion,1.0,0.0136986301369863
13 Fusion,1.0,0.013793103448275862
13 Fusion,1.0,0.013888888888888888
13 Fusion,1.0,0.013986013986013986
13 Fusion,1.0,0.014084507042253521
13 Fusion,1.0,0.014184397163120567
13 Fusion,1.0,0.014285714285714285
13 Fusion,1.0,0.014388489208633094
13 Fusion,1.0,0.014492753623188406
13 Fusion,1.0,0.014598540145985401
13 Fusion,1.0,0.014705882352941176
13 Fusion,1.0,0.014814814814814815
13 Fusion,1.0,0.014925373134328358
13 Fusion,1.0,0.015037593984962405
13 Fusion,1.0,0.015151515151515152
13 Fusion,1.0,0.015267175572519083
13 Fusion,1.0,0.015384615384615385
13 Fusion,1.0,0.015503875968992248
13 Fusion,1.0,0.015625
13 Fusion,1.0,0.015748031496062992
13 Fusion,1.0,0.015873015873015872
13 Fusion,1.0,0.016
13 Fusion,1.0,0.016129032258064516
13 Fusion,1.0,0.016260162601626018
13 Fusion,1.0,0.01639344262295082
13 Fusion,1.0,0.01652892561983471
13 Fusion,1.0,0.016666666666666666
13 Fusion,1.0,0.01680672268907563
13 Fusion,1.0,0.01694915254237288
13 Fusion,1.0,0.017094017094017096
13 Fusion,1.0,0.017241379310344827
13 Fusion,1.0,0.017391304347826087
13 Fusion,1.0,0.017543859649122806
13 Fusion,1.0,0.017699115044247787
13 Fusion,1.0,0.017857142857142856
13 Fusion,1.0,0.018018018018018018
13 Fusion,1.0,0.01818181818181818
13 Fusion,1.0,0.01834862385321101
13 Fusion,1.0,0.018518518518518517
13 Fusion,1.0,0.018691588785046728
13 Fusion,1.0,0.018867924528301886
13 Fusion,1.0,0.01904761904761905
13 Fusion,1.0,0.019230769230769232
13 Fusion,1.0,0.019417475728155338
13 Fusion,1.0,0.0196078431372549
13 Fusion,1.0,0.019801980198019802
13 Fusion,1.0,0.02
13 Fusion,1.0,0.020202020202020204
13 Fusion,1.0,0.02040816326530612
13 Fusion,1.0,0.020618556701030927
13 Fusion,1.0,0.020833333333333332
13 Fusion,1.0,0.021052631578947368
13 Fusion,1.0,0.02127659574468085
13 Fusion,1.0,0.021505376344086023
13 Fusion,1.0,0.021739130434782608
13 Fusion,1.0,0.02197802197802198
13 Fusion,1.0,0.022222222222222223
13 Fusion,1.0,0.02247191011235955
13 Fusion,1.0,0.022727272727272728
13 Fusion,1.0,0.022988505747126436
13 Fusion,1.0,0.023255813953488372
13 Fusion,1.0,0.023529411764705882
13 Fusion,1.0,0.023809523809523808
13 Fusion,1.0,0.024096385542168676
13 Fusion,1.0,0.024390243902439025
13 Fusion,1.0,0.024691358024691357
13 Fusion,1.0,0.025
13 Fusion,1.0,0.02531645569620253
13 Fusion,1.0,0.02564102564102564
13 Fusion,1.0,0.02631578947368421
13 Fusion,1.0,0.02666666666666667
13 Fusion,1.0,0.02702702702702703
13 Fusion,1.0,0.0273972602739726
13 Fusion,1.0,0.027777777777777776
13 Fusion,1.0,0.028169014084507043
13 Fusion,1.0,0.02857142857142857
13 Fusion,1.0,0.028985507246376812
13 Fusion,1.0,0.029411764705882353
13 Fusion,1.0,0.029850746268656716
13 Fusion,1.0,0.030303030303030304
13 Fusion,1.0,0.03076923076923077
13 Fusion,1.0,0.03125
13 Fusion,1.0,0.031746031746031744
13 Fusion,1.0,0.03225806451612903
13 Fusion,1.0,0.03278688524590164
13 Fusion,1.0,0.03333333333333333
13 Fusion,1.0,0.03389830508474576
13 Fusion,1.0,0.034482758620689655
13 Fusion,1.0,0.03508771929824561
13 Fusion,1.0,0.03571428571428571
13 Fusion,1.0,0.03636363636363636
13 Fusion,1.0,0.037037037037037035
13 Fusion,1.0,0.03773584905660377
13 Fusion,1.0,0.038461538461538464
13 Fusion,1.0,0.0392156862745098
13 Fusion,1.0,0.04
13 Fusion,1.0,0.04081632653061224
13 Fusion,1.0,0.041666666666666664
13 Fusion,1.0,0.0425531914893617
13 Fusion,1.0,0.043478260869565216
13 Fusion,1.0,0.044444444444444446
13 Fusion,1.0,0.045454545454545456
13 Fusion,1.0,0.046511627906976744
13 Fusion,1.0,0.047619047619047616
13 Fusion,1.0,0.04878048780487805
13 Fusion,1.0,0.05
13 Fusion,1.0,0.05128205128205128
13 Fusion,1.0,0.05263157894736842
13 Fusion,1.0,0.05405405405405406
13 Fusion,1.0,0.05555555555555555
13 Fusion,1.0,0.05714285714285714
13 Fusion,1.0,0.058823529411764705
13 Fusion,1.0,0.06060606060606061
13 Fusion,1.0,0.0625
13 Fusion,1.0,0.06451612903225806
13 Fusion,1.0,0.06666666666666667
13 Fusion,1.0,0.06896551724137931
13 Fusion,1.0,0.07142857142857142
13 Fusion,1.0,0.07407407407407407
13 Fusion,1.0,0.07692307692307693
13 Fusion,0.5,0.04
13 Fusion,0.5,0.041666666666666664
13 Fusion,0.5,0.043478260869565216
13 Fusion,0.5,0.045454545454545456
13 Fusion,0.5,0.047619047619047616
13 Fusion,0.5,0.05
13 Fusion,0.5,0.05263157894736842
13 Fusion,0.5,0.05555555555555555
13 Fusion,0.5,0.058823529411764705
13 Fusion,0.5,0.0625
13 Fusion,0.5,0.06666666666666667
13 Fusion,0.5,0.07142857142857142
13 Fusion,0.5,0.07692307692307693
13 Fusion,0.5,0.08333333333333333
13 Fusion,0.5,0.09090909090909091
13 Fusion,0.5,0.1
13 Fusion,0.5,0.1111111111111111
13 Fusion,0.5,0.125
13 Fusion,0.5,0.14285714285714285
13 Fusion,0.5,0.16666666666666666
13 Fusion,0.5,0.2
13 Fusion,0.5,0.25
13 Fusion,0.5,0.3333333333333333
13 Fusion,0.5,0.5
13 Fusion,0.5,1.0
13 Fusion,0.0,1.0
14 LBBBB,1.0,0.105
14 LBBBB,1.0,0.10552763819095477
14 LBBBB,1.0,0.10606060606060606
14 LBBBB,1.0,0.1065989847715736
14 LBBBB,1.0,0.10714285714285714
14 LBBBB,1.0,0.1076923076923077
14 LBBBB,1.0,0.10824742268041238
14 LBBBB,1.0,0.10880829015544041
14 LBBBB,1.0,0.109375
14 LBBBB,1.0,0.1099476439790576
14 LBBBB,1.0,0.11052631578947368
14 LBBBB,1.0,0.1111111111111111
14 LBBBB,1.0,0.11170212765957446
14 LBBBB,1.0,0.11229946524064172
14 LBBBB,1.0,0.11290322580645161
14 LBBBB,1.0,0.11351351351351352
14 LBBBB,1.0,0.11413043478260869
14 LBBBB,1.0,0.11475409836065574
14 LBBBB,1.0,0.11538461538461539
14 LBBBB,1.0,0.11602209944751381
14 LBBBB,1.0,0.11666666666666667
14 LBBBB,1.0,0.11731843575418995
14 LBBBB,1.0,0.11797752808988764
14 LBBBB,1.0,0.11864406779661017
14 LBBBB,1.0,0.11931818181818182
14 LBBBB,1.0,0.12
14 LBBBB,1.0,0.12138728323699421
14 LBBBB,1.0,0.12209302325581395
14 LBBBB,1.0,0.12280701754385964
14 LBBBB,1.0,0.12352941176470589
14 LBBBB,1.0,0.1242603550295858
14 LBBBB,1.0,0.125
14 LBBBB,1.0,0.12574850299401197
14 LBBBB,1.0,0.12650602409638553
14 LBBBB,1.0,0.12727272727272726
14 LBBBB,1.0,0.12804878048780488
14 LBBBB,1.0,0.12883435582822086
14 LBBBB,1.0,0.12962962962962962
14 LBBBB,1.0,0.13043478260869565
14 LBBBB,1.0,0.13125
14 LBBBB,1.0,0.1320754716981132
14 LBBBB,1.0,0.13291139240506328
14 LBBBB,1.0,0.1337579617834395
14 LBBBB,1.0,0.1346153846153846
14 LBBBB,1.0,0.13548387096774195
14 LBBBB,1.0,0.13636363636363635
14 LBBBB,1.0,0.13725490196078433
14 LBBBB,1.0,0.13815789473684212
14 LBBBB,1.0,0.1390728476821192
14 LBBBB,1.0,0.14
14 LBBBB,1.0,0.14093959731543623
14 LBBBB,1.0,0.14189189189189189
14 LBBBB,1.0,0.14285714285714285
14 LBBBB,1.0,0.14383561643835616
14 LBBBB,1.0,0.14482758620689656
14 LBBBB,1.0,0.14583333333333334
14 LBBBB,1.0,0.14685314685314685
14 LBBBB,1.0,0.14788732394366197
14 LBBBB,1.0,0.14893617021276595
14 LBBBB,1.0,0.15
14 LBBBB,1.0,0.1510791366906475
14 LBBBB,1.0,0.15217391304347827
14 LBBBB,1.0,0.15328467153284672
14 LBBBB,1.0,0.15441176470588236
14 LBBBB,1.0,0.15555555555555556
14 LBBBB,1.0,0.15671641791044777
14 LBBBB,1.0,0.15789473684210525
14 LBBBB,1.0,0.1590909090909091
14 LBBBB,1.0,0.16030534351145037
14 LBBBB,1.0,0.16153846153846155
14 LBBBB,1.0,0.16279069767441862
14 LBBBB,1.0,0.1640625
14 LBBBB,1.0,0.16535433070866143
14 LBBBB,1.0,0.16666666666666666
14 LBBBB,1.0,0.168
14 LBBBB,1.0,0.1693548387096774
14 LBBBB,1.0,0.17073170731707318
14 LBBBB,1.0,0.1721311475409836
14 LBBBB,1.0,0.17355371900826447
14 LBBBB,1.0,0.175
14 LBBBB,1.0,0.17647058823529413
14 LBBBB,1.0,0.17796610169491525
14 LBBBB,1.0,0.1794871794871795
14 LBBBB,1.0,0.1810344827586207
14 LBBBB,1.0,0.1826086956521739
14 LBBBB,1.0,0.18421052631578946
14 LBBBB,1.0,0.18584070796460178
14 LBBBB,1.0,0.1875
14 LBBBB,1.0,0.1891891891891892
14 LBBBB,1.0,0.19090909090909092
14 LBBBB,1.0,0.1926605504587156
14 LBBBB,1.0,0.19444444444444445
14 LBBBB,1.0,0.19626168224299065
14 LBBBB,1.0,0.19811320754716982
14 LBBBB,1.0,0.2
14 LBBBB,1.0,0.20192307692307693
14 LBBBB,1.0,0.20388349514563106
14 LBBBB,1.0,0.20588235294117646
14 LBBBB,1.0,0.2079207920792079
14 LBBBB,1.0,0.21
14 LBBBB,1.0,0.21212121212121213
14 LBBBB,1.0,0.21428571428571427
14 LBBBB,1.0,0.21649484536082475
14 LBBBB,1.0,0.21875
14 LBBBB,1.0,0.22105263157894736
14 LBBBB,1.0,0.22340425531914893
14 LBBBB,1.0,0.22580645161290322
14 LBBBB,1.0,0.22826086956521738
14 LBBBB,1.0,0.23076923076923078
14 LBBBB,1.0,0.23333333333333334
14 LBBBB,1.0,0.23595505617977527
14 LBBBB,1.0,0.23863636363636365
14 LBBBB,1.0,0.2413793103448276
14 LBBBB,1.0,0.2441860465116279
14 LBBBB,1.0,0.24705882352941178
14 LBBBB,1.0,0.25
14 LBBBB,1.0,0.25301204819277107
14 LBBBB,1.0,0.25609756097560976
14 LBBBB,1.0,0.25925925925925924
14 LBBBB,1.0,0.2625
14 LBBBB,1.0,0.26582278481012656
14 LBBBB,1.0,0.2692307692307692
14 LBBBB,1.0,0.2727272727272727
14 LBBBB,1.0,0.27631578947368424
14 LBBBB,1.0,0.28
14 LBBBB,1.0,0.28378378378378377
14 LBBBB,1.0,0.2876712328767123
14 LBBBB,1.0,0.2916666666666667
14 LBBBB,1.0,0.29577464788732394
14 LBBBB,1.0,0.3
14 LBBBB,1.0,0.30434782608695654
14 LBBBB,1.0,0.3088235294117647
14 LBBBB,1.0,0.31343283582089554
14 LBBBB,1.0,0.3181818181818182
14 LBBBB,1.0,0.3230769230769231
14 LBBBB,1.0,0.328125
14 LBBBB,1.0,0.3333333333333333
14 LBBBB,1.0,0.3387096774193548
14 LBBBB,1.0,0.3442622950819672
14 LBBBB,1.0,0.35
14 LBBBB,1.0,0.3559322033898305
14 LBBBB,1.0,0.3620689655172414
14 LBBBB,1.0,0.3684210526315789
14 LBBBB,1.0,0.375
14 LBBBB,1.0,0.38181818181818183
14 LBBBB,1.0,0.3888888888888889
14 LBBBB,1.0,0.39622641509433965
14 LBBBB,1.0,0.40384615384615385
14 LBBBB,1.0,0.4117647058823529
14 LBBBB,1.0,0.42
14 LBBBB,1.0,0.42857142857142855
14 LBBBB,1.0,0.4375
14 LBBBB,1.0,0.44680851063829785
14 LBBBB,1.0,0.45652173913043476
14 LBBBB,1.0,0.4666666666666667
14 LBBBB,1.0,0.4772727272727273
14 LBBBB,1.0,0.4883720930232558
14 LBBBB,1.0,0.5
14 LBBBB,1.0,0.5121951219512195
14 LBBBB,1.0,0.525
14 LBBBB,1.0,0.5384615384615384
14 LBBBB,1.0,0.5526315789473685
14 LBBBB,1.0,0.5675675675675675
14 LBBBB,1.0,0.5833333333333334
14 LBBBB,1.0,0.6
14 LBBBB,1.0,0.6176470588235294
14 LBBBB,1.0,0.6363636363636364
14 LBBBB,1.0,0.65625
14 LBBBB,1.0,0.6774193548387096
14 LBBBB,1.0,0.7
14 LBBBB,1.0,0.7241379310344828
14 LBBBB,1.0,0.75
14 LBBBB,1.0,0.7777777777777778
14 LBBBB,1.0,0.8076923076923077
14 LBBBB,1.0,0.84
14 LBBBB,1.0,0.875
14 LBBBB,1.0,0.9130434782608695
14 LBBBB,1.0,0.9545454545454546
14 LBBBB,1.0,1.0
14 LBBBB,0.9523809523809523,1.0
14 LBBBB,0.9047619047619048,1.0
14 LBBBB,0.8571428571428571,1.0
14 LBBBB,0.8095238095238095,1.0
14 LBBBB,0.7619047619047619,1.0
14 LBBBB,0.7142857142857143,1.0
14 LBBBB,0.6190476190476191,1.0
14 LBBBB,0.5714285714285714,1.0
14 LBBBB,0.5238095238095238,1.0
14 LBBBB,0.47619047619047616,1.0
14 LBBBB,0.42857142857142855,1.0
14 LBBBB,0.38095238095238093,1.0
14 LBBBB,0.3333333333333333,1.0
14 LBBBB,0.2857142857142857,1.0
14 LBBBB,0.23809523809523808,1.0
14 LBBBB,0.19047619047619047,1.0
14 LBBBB,0.14285714285714285,1.0
14 LBBBB,0.09523809523809523,1.0
14 LBBBB,0.047619047619047616,1.0
14 LBBBB,0.0,1.0
15 RBBBB,1.0,0.06
15 RBBBB,1.0,0.06030150753768844
15 RBBBB,1.0,0.06060606060606061
15 RBBBB,1.0,0.06091370558375635
15 RBBBB,1.0,0.061224489795918366
15 RBBBB,1.0,0.06153846153846154
15 RBBBB,1.0,0.061855670103092786
15 RBBBB,1.0,0.06217616580310881
15 RBBBB,1.0,0.0625
15 RBBBB,1.0,0.06282722513089005
15 RBBBB,1.0,0.06315789473684211
15 RBBBB,1.0,0.06349206349206349
15 RBBBB,1.0,0.06382978723404255
15 RBBBB,1.0,0.06417112299465241
15 RBBBB,1.0,0.06451612903225806
15 RBBBB,1.0,0.06486486486486487
15 RBBBB,1.0,0.06521739130434782
15 RBBBB,1.0,0.06557377049180328
15 RBBBB,1.0,0.06593406593406594
15 RBBBB,1.0,0.06629834254143646
15 RBBBB,1.0,0.06666666666666667
15 RBBBB,1.0,0.0670391061452514
15 RBBBB,1.0,0.06741573033707865
15 RBBBB,1.0,0.06779661016949153
15 RBBBB,1.0,0.06818181818181818
15 RBBBB,1.0,0.06857142857142857
15 RBBBB,1.0,0.06896551724137931
15 RBBBB,1.0,0.06936416184971098
15 RBBBB,1.0,0.06976744186046512
15 RBBBB,1.0,0.07017543859649122
15 RBBBB,1.0,0.07100591715976332
15 RBBBB,1.0,0.07142857142857142
15 RBBBB,1.0,0.0718562874251497
15 RBBBB,1.0,0.07228915662650602
15 RBBBB,1.0,0.07272727272727272
15 RBBBB,1.0,0.07317073170731707
15 RBBBB,1.0,0.0736196319018405
15 RBBBB,1.0,0.07453416149068323
15 RBBBB,1.0,0.075
15 RBBBB,1.0,0.07547169811320754
15 RBBBB,1.0,0.0759493670886076
15 RBBBB,1.0,0.07643312101910828
15 RBBBB,1.0,0.07692307692307693
15 RBBBB,1.0,0.07741935483870968
15 RBBBB,1.0,0.07792207792207792
15 RBBBB,1.0,0.0784313725490196
15 RBBBB,1.0,0.07894736842105263
15 RBBBB,1.0,0.07947019867549669
15 RBBBB,1.0,0.08
15 RBBBB,1.0,0.08053691275167785
15 RBBBB,1.0,0.08108108108108109
15 RBBBB,1.0,0.08163265306122448
15 RBBBB,1.0,0.0821917808219178
15 RBBBB,1.0,0.08275862068965517
15 RBBBB,1.0,0.08333333333333333
15 RBBBB,1.0,0.08391608391608392
15 RBBBB,1.0,0.08450704225352113
15 RBBBB,1.0,0.0851063829787234
15 RBBBB,1.0,0.08571428571428572
15 RBBBB,1.0,0.08633093525179857
15 RBBBB,1.0,0.08695652173913043
15 RBBBB,1.0,0.08759124087591241
15 RBBBB,1.0,0.08823529411764706
15 RBBBB,1.0,0.08888888888888889
15 RBBBB,1.0,0.08955223880597014
15 RBBBB,1.0,0.09022556390977443
15 RBBBB,1.0,0.09090909090909091
15 RBBBB,1.0,0.0916030534351145
15 RBBBB,1.0,0.09230769230769231
15 RBBBB,1.0,0.09302325581395349
15 RBBBB,1.0,0.09375
15 RBBBB,1.0,0.09448818897637795
15 RBBBB,1.0,0.09523809523809523
15 RBBBB,1.0,0.096
15 RBBBB,1.0,0.0967741935483871
15 RBBBB,1.0,0.0975609756097561
15 RBBBB,1.0,0.09836065573770492
15 RBBBB,1.0,0.09917355371900827
15 RBBBB,1.0,0.1
15 RBBBB,1.0,0.10084033613445378
15 RBBBB,1.0,0.1016949152542373
15 RBBBB,1.0,0.10256410256410256
15 RBBBB,1.0,0.10344827586206896
15 RBBBB,1.0,0.10434782608695652
15 RBBBB,1.0,0.10526315789473684
15 RBBBB,1.0,0.10619469026548672
15 RBBBB,1.0,0.10714285714285714
15 RBBBB,1.0,0.10810810810810811
15 RBBBB,1.0,0.10909090909090909
15 RBBBB,1.0,0.11009174311926606
15 RBBBB,1.0,0.1111111111111111
15 RBBBB,1.0,0.11214953271028037
15 RBBBB,1.0,0.11320754716981132
15 RBBBB,1.0,0.11428571428571428
15 RBBBB,1.0,0.11538461538461539
15 RBBBB,1.0,0.11650485436893204
15 RBBBB,1.0,0.11764705882352941
15 RBBBB,1.0,0.1188118811881188
15 RBBBB,1.0,0.12
15 RBBBB,1.0,0.12121212121212122
15 RBBBB,1.0,0.12244897959183673
15 RBBBB,1.0,0.12371134020618557
15 RBBBB,1.0,0.125
15 RBBBB,1.0,0.12631578947368421
15 RBBBB,1.0,0.1276595744680851
15 RBBBB,1.0,0.12903225806451613
15 RBBBB,1.0,0.13043478260869565
15 RBBBB,1.0,0.13186813186813187
15 RBBBB,1.0,0.13333333333333333
15 RBBBB,1.0,0.1348314606741573
15 RBBBB,1.0,0.13636363636363635
15 RBBBB,1.0,0.13793103448275862
15 RBBBB,1.0,0.13953488372093023
15 RBBBB,1.0,0.1411764705882353
15 RBBBB,1.0,0.14285714285714285
15 RBBBB,1.0,0.14457831325301204
15 RBBBB,1.0,0.14634146341463414
15 RBBBB,1.0,0.14814814814814814
15 RBBBB,1.0,0.15
15 RBBBB,1.0,0.1518987341772152
15 RBBBB,1.0,0.15384615384615385
15 RBBBB,1.0,0.15584415584415584
15 RBBBB,1.0,0.15789473684210525
15 RBBBB,1.0,0.16
15 RBBBB,1.0,0.16216216216216217
15 RBBBB,1.0,0.1643835616438356
15 RBBBB,1.0,0.16666666666666666
15 RBBBB,1.0,0.16901408450704225
15 RBBBB,1.0,0.17142857142857143
15 RBBBB,1.0,0.17391304347826086
15 RBBBB,1.0,0.17647058823529413
15 RBBBB,1.0,0.1791044776119403
15 RBBBB,1.0,0.18181818181818182
15 RBBBB,1.0,0.18461538461538463
15 RBBBB,1.0,0.1875
15 RBBBB,1.0,0.19047619047619047
15 RBBBB,1.0,0.1935483870967742
15 RBBBB,1.0,0.19672131147540983
15 RBBBB,1.0,0.2
15 RBBBB,1.0,0.2033898305084746
15 RBBBB,1.0,0.20689655172413793
15 RBBBB,1.0,0.21052631578947367
15 RBBBB,1.0,0.21428571428571427
15 RBBBB,1.0,0.21818181818181817
15 RBBBB,1.0,0.2222222222222222
15 RBBBB,1.0,0.22641509433962265
15 RBBBB,1.0,0.23076923076923078
15 RBBBB,1.0,0.23529411764705882
15 RBBBB,1.0,0.24
15 RBBBB,1.0,0.24489795918367346
15 RBBBB,1.0,0.25
15 RBBBB,1.0,0.2553191489361702
15 RBBBB,1.0,0.2608695652173913
15 RBBBB,1.0,0.26666666666666666
15 RBBBB,1.0,0.2727272727272727
15 RBBBB,1.0,0.27906976744186046
15 RBBBB,1.0,0.2857142857142857
15 RBBBB,1.0,0.2926829268292683
15 RBBBB,1.0,0.3
15 RBBBB,1.0,0.3076923076923077
15 RBBBB,1.0,0.3157894736842105
15 RBBBB,1.0,0.32432432432432434
15 RBBBB,1.0,0.3333333333333333
15 RBBBB,1.0,0.34285714285714286
15 RBBBB,1.0,0.35294117647058826
15 RBBBB,1.0,0.36363636363636365
15 RBBBB,1.0,0.375
15 RBBBB,1.0,0.3870967741935484
15 RBBBB,1.0,0.4
15 RBBBB,1.0,0.41379310344827586
15 RBBBB,1.0,0.42857142857142855
15 RBBBB,1.0,0.4444444444444444
15 RBBBB,1.0,0.46153846153846156
15 RBBBB,1.0,0.48
15 RBBBB,1.0,0.5
15 RBBBB,1.0,0.5217391304347826
15 RBBBB,1.0,0.5454545454545454
15 RBBBB,1.0,0.5714285714285714
15 RBBBB,1.0,0.6
15 RBBBB,1.0,0.631578947368421
15 RBBBB,1.0,0.6666666666666666
15 RBBBB,1.0,0.7058823529411765
15 RBBBB,1.0,0.75
15 RBBBB,1.0,0.8
15 RBBBB,1.0,0.8571428571428571
15 RBBBB,1.0,0.9230769230769231
15 RBBBB,1.0,1.0
15 RBBBB,0.9166666666666666,1.0
15 RBBBB,0.8333333333333334,1.0
15 RBBBB,0.75,1.0
15 RBBBB,0.6666666666666666,1.0
15 RBBBB,0.5833333333333334,1.0
15 RBBBB,0.5,1.0
15 RBBBB,0.4166666666666667,1.0
15 RBBBB,0.3333333333333333,1.0
15 RBBBB,0.25,1.0
15 RBBBB,0.16666666666666666,1.0
15 RBBBB,0.08333333333333333,1.0
15 RBBBB,0.0,1.0
16 SDHB,1.0,0.01
16 SDHB,1.0,0.010050251256281407
16 SDHB,1.0,0.010101010101010102
16 SDHB,1.0,0.01015228426395939
16 SDHB,1.0,0.01020408163265306
16 SDHB,1.0,0.010256410256410256
16 SDHB,1.0,0.010309278350515464
16 SDHB,1.0,0.010362694300518135
16 SDHB,1.0,0.010416666666666666
16 SDHB,1.0,0.010471204188481676
16 SDHB,1.0,0.010526315789473684
16 SDHB,1.0,0.010582010582010581
16 SDHB,1.0,0.010638297872340425
16 SDHB,1.0,0.0106951871657754
16 SDHB,1.0,0.010752688172043012
16 SDHB,1.0,0.010810810810810811
16 SDHB,1.0,0.010869565217391304
16 SDHB,1.0,0.01092896174863388
16 SDHB,1.0,0.01098901098901099
16 SDHB,1.0,0.011049723756906077
16 SDHB,1.0,0.011111111111111112
16 SDHB,1.0,0.0111731843575419
16 SDHB,1.0,0.011235955056179775
16 SDHB,1.0,0.011299435028248588
16 SDHB,1.0,0.011363636363636364
16 SDHB,1.0,0.011428571428571429
16 SDHB,1.0,0.011494252873563218
16 SDHB,1.0,0.011560693641618497
16 SDHB,1.0,0.011627906976744186
16 SDHB,1.0,0.011695906432748537
16 SDHB,1.0,0.011764705882352941
16 SDHB,1.0,0.011834319526627219
16 SDHB,1.0,0.011904761904761904
16 SDHB,1.0,0.011976047904191617
16 SDHB,1.0,0.012048192771084338
16 SDHB,1.0,0.012121212121212121
16 SDHB,1.0,0.012195121951219513
16 SDHB,1.0,0.012269938650306749
16 SDHB,1.0,0.012345679012345678
16 SDHB,1.0,0.012422360248447204
16 SDHB,1.0,0.0125
16 SDHB,1.0,0.012578616352201259
16 SDHB,1.0,0.012658227848101266
16 SDHB,1.0,0.012738853503184714
16 SDHB,1.0,0.01282051282051282
16 SDHB,1.0,0.012903225806451613
16 SDHB,1.0,0.012987012987012988
16 SDHB,1.0,0.013071895424836602
16 SDHB,1.0,0.013157894736842105
16 SDHB,1.0,0.013245033112582781
16 SDHB,1.0,0.013333333333333334
16 SDHB,1.0,0.013422818791946308
16 SDHB,1.0,0.013513513513513514
16 SDHB,1.0,0.013605442176870748
16 SDHB,1.0,0.0136986301369863
16 SDHB,1.0,0.013793103448275862
16 SDHB,1.0,0.013888888888888888
16 SDHB,1.0,0.013986013986013986
